"","Case","Record type","Case stage","Case before","Filing party","Document date","Filing date","Filing number","Document reference","Original language","Number of pages","File size","Langue Document","Titre","URL"
"5564","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Pre-trial judge","Pre Trial Judge","08-05-2012","18-07-2012","F0236","STL-11-01/PT/PTJ/F0236/20120718/R124633-R124686/EN-AR/nc","English","54","18.68 MB","عربي","Decision on Victims' Participation in the Proceedings","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120718_F0236_PUBLIC_PTJ_Decision_re_Victims_Participation_WEB_EN-AR.pdf"
"5565","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Trial chamber","Trial Chamber","08-05-2012","08-05-2012","F0235","STL-11-01/PT/TC/F0235/20120508/R121241-R121248/EN/pvk","English","8","201.4 KB","ENGLISH","Decision on Extension of Word Limits for the Filing Preliminary Motions Challenging Jurisdiction","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120508_F0235_PUBLIC_TC_Decision_Ext_Limits_Prelim_Motions_WEB_EN.pdf"
"5566","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Trial chamber","Trial Chamber","08-05-2012","24-05-2012","F0235","STL-11-01/PT/TC/F0235/20120524/R122185-R122194/EN-FR/pvk","English","10","192.06 KB","FRANÇAIS","Decision on Extension of Word Limits for the Filing Preliminary Motions Challenging Jurisdiction","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120524_F0235_PUBLIC_TC_Decision_Ext_Limits_Prelim_Motions_WEB_EN_FR.pdf"
"5567","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Trial chamber","Trial Chamber","08-05-2012","24-12-2014","F0235","STL-11-01/PT/TC/F0235/20141224/R270745-R270754/EN-AR/dm","English","10","3.88 MB","عربي","Decision on Extension of Word Limits for the Filing Preliminary Motions Challenging Jurisdiction","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20141224_F0235_PUBLIC_TC_Decision_Ext_Limits_Prelim_Motions_EN-AR_Joomla.pdf"
"5568","Ayyash et al. (STL-11-01)","Response","Pre-trial","Trial chamber","Prosecution","08-05-2012","08-05-2012","F0234","STL-11-01/PT/TC/F0234/20120508/R121237-R121240/EN/nc","English","4","68.77 KB","ENGLISH","Prosecution Response to the “Sabra Motion for Extension of Page Limit/Word Count In Re Absentia Motion”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120508_F0234_PUBLIC_OTP_Response_to_Sabra_Motion_for_Extension_Filed_EN_BW.pdf"
"5569","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Pre-trial judge","Pre Trial Judge","04-05-2012","04-05-2012","F0224","STL-11-01/PT/PTJ/F0224/20120504/R121050-R121055/FR/nc","Français","6","113.33 KB","FRANÇAIS","Decision Relating to the Prosecution Request for Reconsideration of the Decision of 5 April 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0224_PUBLIC_PTJ_Decision_re_OTP_Requete_Reexamen_Decision_5Apr12_WEB_FR.pdf"
"5570","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Pre-trial judge","Pre Trial Judge","04-05-2012","17-05-2012","F0224","STL-11-01/PT/PTJ/F0224/20120517/R121891-R121897/FR-AR/nc","Français","7","2.14 MB","عربي","Decision Relating to the Prosecution Request for Reconsideration of the Decision of 5 April 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120517_F0224_PUBLIC_PTJ_Decision_re_OTP_Requete_Reexamen_Decision_5Apr12_Filed_FR_AR_BW_Web.pdf"
"5571","Ayyash et al. (STL-11-01)","Decision","Pre-trial","Pre-trial judge","Pre Trial Judge","04-05-2012","17-05-2012","F0224","STL-11-01/PT/PTJ/F0224/20120517/R121898-R121903/FR-EN/nc","Français","6","100.3 KB","ENGLISH","Decision Relating to the Prosecution Request for Reconsideration of the Decision of 5 April 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120518_F0224_PUBLIC_PTJ_Decision_re_OTP_Requete_Reexamen_Decision_5Apr12_Filed_FR_EN_BW.pdf"
"5572","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0222","STL-11-01/PT/TC/F0222/20120504/R120995-R121015/EN/nc","English","21","344.55 KB","ENGLISH","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_Ayyash_Defence_Motion_Challenging_Legality_of_STL_Filed_EN_BW.pdf"
"5573","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","4","95.1 KB","ANNEX A","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexA_Letter_from_Emile_Lahoud_to_Kofi_Annan_14Nov2006_Filed_EN_BW.pdf"
"5574","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","2","43.43 KB","ANNEX B","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexB_Letter_from_Kofi_Annan_to_Fouad_Siniora_22Nov2006_Filed_EN_BW.pdf"
"5575","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","14","286.06 KB","ANNEX C","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexC_Letter_from_Emile_Lahoud_to_Kofi_Annan_5Feb2007_Filed_EN_AR_BW.pdf"
"5576","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","3","53.74 KB","ANNEX D","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexD_Letter_from_the_Prime_Minister_of_lebanon_to_Security_Council_President_16May2007_Filed_EN_BW.pdf"
"5577","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","5","97.68 KB","ANNEX E","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexE_Letter_from_Secretary_General_to_Security_Council_President_16May2007_Filed_EN_BW.pdf"
"5578","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","2","34.36 KB","ANNEX F","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexF_Statement_of_MrSalim_Jreissati_Filed_EN_BW.pdf"
"5579","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0222",NA,"English","2","38.58 KB","ANNEX G","Motion on Behalf of Salim Ayyash Challenging the Legality of the Special Tribunal for Lebanon","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0222_PUBLIC_AnnexG_Statement_to_Spokesperson_for_Secretary_General_11June2007_Filed_EN_BW.pdf"
"5580","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0225","STL-11-01/PT/TC/F0225/20120504/R121056-R121058/FR/nc","Français","3","52.37 KB","FRANÇAIS","Request of the Defence for Mr Badreddine Seeking Leave for Reconsideration of the “Decision to Hold Trial in Absentia” Rendered by the Trial Chamber on 1 February 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0225_PUBLIC_Badreddine_Defence_Demande_dautorisation_du_rexamen_de_la_dcision_trial_in_absentia_Filed_FR_BW.pdf"
"5581","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0225",NA,"Français","25","384.07 KB","ANNEXE A","Request of the Defence for Mr Badreddine Seeking Leave for Reconsideration of the “Decision to Hold Trial in Absentia” Rendered by the Trial Chamber on 1 February 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0225_PUBLIC_Badreddine_Defence_Annexe_A_to_Demande_dautorisation_du_rexamen_de_la_dcision_trial_in_absentia_Filed_FR_BW.pdf"
"5582","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-04-2015","F0225","STL-11-01/PT/TC/F0225/20150430/R273620-R273622/FR-EN/af","Français","3","206.28 KB","ENGLISH","Request of the Defence for Mr Badreddine Seeking Leave for Reconsideration of the “Decision to Hold Trial in Absentia” Rendered by the Trial Chamber on 1 February 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150430_F0225_PUBLIC_Baddreddine_Demande_Reexamen_Decision_TC_01Feb12_Filed_FR-EN_Joomla_Web.pdf"
"5583","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0225",NA,"Français","25","677.14 KB","ANNEX A","Request of the Defence for Mr Badreddine Seeking Leave for Reconsideration of the “Decision to Hold Trial in Absentia” Rendered by the Trial Chamber on 1 February 2012","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150430_F0225_PUBLIC_A01_Baddreddine_Demande_Reexamen_Decision_TC_01Feb12_Filed_FR-EN_Joomla.pdf"
"5584","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0226","STL-11-01/PT/TC/F0226/20120504/R121084-R121087/EN/nc","English","4","59.05 KB","ENGLISH","Sabra Motion for Extension of Page Limit - Word Count in Re Motion Challenging Jurisdiction","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0226_PUBLIC_Sabra_Motion_Extension_Page_Word_Limit_Mot_Jurisdiction_WEB_EN.pdf"
"5585","Ayyash et al. (STL-11-01)","Motion","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0227","STL-11-01/PT/TC/F0227/20120504/R121088-R121090/EN/nc","English","3","50.07 KB","ENGLISH","Sabra Motion for Extension of Page Limit-Word Count in Re Absentia Motion","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0227_PUBLIC_Sabra_Motion_Extension_of_Word_page_Limit_WEB_EN.pdf"
"5586","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0228","STL-11-01/PT/TC/F0228/20120504/R121091-R121094/FR/nc","Français","4","70.4 KB","FRANÇAIS","Request Filed by the Badreddine Defence Seeking the Extension by a Separate Document of the Number of Pages and the Prorogation of the Deadline for its Preliminary Motion Challenging the Jurisdiction (…)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0228_PUBLIC_Badreddine_Requete_Delai_WEB_FR.pdf"
"5587","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","14-04-2015","F0228","STL-11-01/PT/TC/F0228/20150414/R273141-R273144/FR-EN/af","Français","4","284.95 KB","ENGLISH","Request Filed by the Badreddine Defence Seeking the Extension by a Separate Document of the Number of Pages and the Prorogation of the Deadline for its Preliminary Motion Challenging the Jurisdiction (…)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150414_F0228_PUBLIC_Badreddine_Requete_Delai_Filed_FR-EN_Joomla.pdf"
"5588","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0229","STL-11-01/PT/TC/F0229/20120504/R121095-R121098/EN/pvk","English","4","66.42 KB","ENGLISH","The Defence for Mr. Hussein Hassan Oneissi Request for Extension of the Page Limit for the Motion Challenging the Legality of the Tribunal","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0229_PUBLIC_Oneissi_Request_Ext_Page_Limit_WEB_EN.pdf"
"5589","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0230","STL-11-01/PT/TC/F0230/20120504/R121102-R121104/EN/pvk","English","3","49.63 KB","ENGLISH","Defense for M. Hussein Hassan Oneissi Request for Extension of Time for the Motion Challenging the Legality of the Tribunal","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0230_PUBLIC_Oneissi_Request_Ext_Time_WEB_EN.pdf"
"5590","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","04-05-2012","F0231","STL-11-01/PT/PTJ/F0231/20120504/ R121107-R121110/FR/pvk","Français","4","64.49 KB","FRANÇAIS","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0231_PUBLIC_Badreddine_Requete_Delai_WEB_FR.pdf"
"5591","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","2","46.23 KB","ANNEX A","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0231_PUBLIC_A01_Badreddine_Requete_Delai_WEB_FR.pdf"
"5592","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","5","104.82 KB","ANNEX B","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0231_PUBLIC_A02_Badreddine_Requete_Delai_WEB_FR.pdf"
"5593","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","69","1.3 MB","ANNEX C","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0231_PUBLIC_A03_Badreddine_Requete_Delai_WEB_FR.pdf"
"5594","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","06-07-2015","F0231","STL-11-01/PT/PTJ/F0231/20150706/R275896-R275899/FR-EN/dm","Français","4","283.33 KB","ENGLISH","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150706_F0231_PUBLIC_Badreddine_Requete_Delai_FR-EN_Web.pdf"
"5595","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","2","126.63 KB","ENGLISH ANNEX A","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150706_F0231_PUBLIC_A01_Badreddine_Requete_Delai_FR-EN_Web.pdf"
"5596","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","5","320.71 KB","ENGLISH ANNEX B","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150706_F0231_PUBLIC_A02_Badreddine_Requete_Delai_FR-EN_Web.pdf"
"5597","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","30-11--0001","F0231",NA,"Français","69","2.13 MB","ENGLISH ANNEX C","Request for an Extension of the Deadline Concerning the Preliminary Motion Challenging Jurisdiction of the Special Tribunal for Lebanon Filed on this Date","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150706_F0231_PUBLIC_A03_Badreddine_Requete_Delai_FR-EN_Web.pdf"
"5598","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","04-05-2012","F0232","STL-11-01/PT/TC/F0232/20120504/R121191-R121194/FR/pvk","Français","4","62.75 KB","FRANÇAIS","Oneissi Defence Request for Authorisation of its “Request for Reconsideration of the Decision to Hold Trial in Absentia of 1 February 2012”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0232_PUBLIC_Oneissi_Requete_Reexamen_Decision_Procedure_Defaut_WEB_FR.pdf"
"5599","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0232",NA,"Français","32","530.83 KB","ANNEXE","Oneissi Defence Request for Authorisation of its “Request for Reconsideration of the Decision to Hold Trial in Absentia of 1 February 2012”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0232_PUBLIC_A01_Oneissi_Requete_Reexamen_Decision_Procedure_Defaut_WEB_FR.pdf"
"5600","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","29-05-2015","F0232","STL-11-01/PT/TC/F0232/20150529/R274602-R274605/FR-EN/af","Français","4","237.08 KB","ENGLISH","Oneissi Defence Request for Authorisation of its “Request for Reconsideration of the Decision to Hold Trial in Absentia of 1 February 2012”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150529_F0232_PUBLIC_Oneissi_Requete_Reexamen_Dec_Procedure_Defaut_FR-EN_Web.pdf"
"5601","Ayyash et al. (STL-11-01)","Request","Pre-trial","Trial chamber","Counsel","04-05-2012","30-11--0001","F0232",NA,"Français","32","2.41 MB","ENGLISH ANNEX","Oneissi Defence Request for Authorisation of its “Request for Reconsideration of the Decision to Hold Trial in Absentia of 1 February 2012”","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20150529_F0232_PUBLIC_A01_Oneissi_Requete_Reexamen_Dec_Procedure_Defaut_FR-EN_Web.pdf"
"5602","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","08-05-2012","F0233","STL-11-01/PT/PTJ/F0233/PRV/20120508/R121233-R121236/FR/pvk","Français","4","63.31 KB","FRANÇAIS","Request for Extension of Time for the Motion Challenging the Legality of the Tribunal Following the Decision of the Pre-Trial Judge of 12 April 2012 for the Oneissi Defence","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120508_F0233_PUBLIC_PRV_Oneissi_Defence_Requete_extension_de_delai_Filed_FR_BW_Web.pdf"
"5603","Ayyash et al. (STL-11-01)","Request","Pre-trial","Pre-trial judge","Counsel","04-05-2012","15-10-2015","F0233","STL-11-01/PT/PTJ/F0233/PRV/20151015/R279296-R279299/FR-EN/dm","Français","4","241.06 KB","ENGLISH","Request for Extension of Time for the Motion Challenging the Legality of the Tribunal Following the Decision of the Pre-Trial Judge of 12 April 2012 for the Oneissi Defence","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20151015_F0233_PUBLIC_PRV_Oneissi_Defence_Requete_extension_de_delai_FR-EN_Web.pdf"
"5604","Ayyash et al. (STL-11-01)","Response","Pre-trial","Appeals chamber","Prosecution","04-05-2012","04-05-2012","F0223","STL-11-01/PT/AC/R176bis/F0223/20120504/R121048-R121049/EN/nc","English","2","49.14 KB","ENGLISH","Prosecution Response to Joint Defence Submission on the Deadline for Filing for Reconsideration Pursuant to Rule 176bis(C)","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0223_PUBLIC_OTP_Response_Joint_Defence_Submission_re_R176bisC_WEB_EN.pdf"
"5605","Ayyash et al. (STL-11-01)","Internal Memorandum","Pre-trial","Pre-trial judge","Registry","03-05-2012","04-05-2012","F0221","STL-11-01/PT/PTJ/F0221/20120504/R120994-R120994/EN/nc","English","1","25 KB","ENGLISH","Memorandum - Scheduling Directive from the Pre-Trial Judge","https://www.stl-tsl.org/crs/index.php/assets/Uploads/20120504_F0221_PUBLIC_REG_Memo_Scheduling_Directive_Filed_EN_LW_BW_Web.pdf"
